# prezzi in eur/m² in alcune località
landriano_pv;IT,lom,PV,8271;
vidigulfo_pv;IT,lom,PV,8369;
torrevecchia_pia_pv;IT,lom,PV,8353;
locate_di_triulzi_mi;IT,lom,MI,8030;
carpiano_mi;IT,lom,MI,7978;
melegnano_mi;IT,lom,MI,8038;
bascape_pv;IT,lom,PV,8202;
ceranova_pv;IT,lom,PV,8236;
siziano_mi;IT,lom,MI,8343;
opera_mi;IT,lom,MI,8053;
vizzolo_predabissi_mi;IT,lom,MI,8121;
cerro_al_lambro_mi;IT,lom,MI,7989;
salerano_sul_lambro_lo;IT,lom,LO,7920;
