DE0001102408;DE0001102408.MOT;"Bund Tf 0% Ag26 Eur"
IT0005547408;IT0005547408.MOT;"Btp Valore Gn27 Eur"
IT0005583486;IT0005583486.MOT;"Btp Valore Sc Mz30 Eur"
XS1696445516;XS1696445516.MOT;"Hungary Tf 1,75% Ot27 Eur"
XS2419364653;XS2419364653.MOT;"EIB Green Tf 0% Nv27 Eur" 
XS2579483319;XS2579483319.MOT;"Bulgaria Tf 4,5% Ge33 Eur"
